0,飲食,鮸魚
19,飲食,旗魚腹肉
27,飲食,星斑真鯧
118,飲食,阿根廷魷
225,飲食,草魚切片
291,飲食,蝸牛肉
394,飲食,圓鱈魚鰓肉
477,飲食,海鱺切片
575,飲食,胭脂蝦
676,飲食,鱈魚肚
755,飲食,日本銀帶鯡(加工)
854,飲食,海鱸蝦仁
955,飲食,波紋橫簾蛤
1029,飲食,黃鱔
1129,飲食,菲律賓簾蛤
1188,飲食,真鰺
1249,飲食,軟翅仔
1319,飲食,鯔切片
1407,飲食,白緣星鱠
1488,飲食,鱈魚精囊
1492,飲食,嘉鱲魚(11月)
1509,飲食,日本真鱸(8月)
1606,飲食,圓鱈魚卵(加工)
1618,飲食,尖嘴鱸(去皮)
1624,飲食,眼斑擬石首魚
1646,飲食,嘉鱲魚(8月)
1670,飲食,烏賊精囊
1706,飲食,油魚卵(加工)
1941,飲食,龍蝦卵(加工)
1966,飲食,雪螺
2183,飲食,嘉鱲魚(1月)
2228,飲食,低眼芒鯰魚片(芒加魚邊)
2267,飲食,鯔魚精囊
2362,飲食,鯔(8月)
2383,飲食,旗魚切片
2533,飲食,馬鞭魚
2570,飲食,大西洋鮭魚(台灣養殖)
2669,飲食,綠殼菜蛤
2772,飲食,銀鯧(8月)
2815,飲食,布氏鯧鰺(去皮)
2884,飲食,大西洋鮭魚切片(中段)
2986,飲食,嘉鱲魚(3月)
3018,飲食,豆腐鯊切片
3179,飲食,綠殼菜蛤干(淡菜)
3369,飲食,鮟鱇
3392,飲食,大西洋鮭魚切片(尾段)
3620,飲食,大西洋鮭魚生魚片
3652,飲食,鱗網帶鰆切片
3700,飲食,蝦夷海扇蛤
3844,飲食,嘉鱲魚(5月)
3853,飲食,犬牙南極魚切片
3944,飲食,鮟鱇魚肝
3997,飲食,陳氏新銀魚
4043,飲食,珍珠石斑
4182,飲食,魩仔魚(加工 大)
4232,飲食,白肉鮭魚切片
4400,飲食,魩仔魚(加工 小)
4592,飲食,紅大麻哈魚切片
4621,飲食,鱈魚切片
4726,飲食,葉唇笛鯛
4862,飲食,日本銀帶鯡魚干(丁香魚脯)
4953,飲食,旗魚肚
4993,飲食,鬼頭刀切片
5029,飲食,鯔(11月 雄魚)
5061,飲食,蟹腳肉
5183,飲食,長體油胡瓜魚
5375,飲食,虱目魚(12月)
5415,飲食,刺鯧(去皮)
5504,飲食,鰆魚切片(去皮)
5530,飲食,日本銀帶鯡
5633,飲食,藍對蝦
5834,飲食,環文蛤
5896,飲食,鱖
6016,飲食,鮸魚卵(加工)
6082,飲食,赤鯮
6225,飲食,鯔(11月 雌魚)
6249,飲食,尖鎖管
6281,飲食,泡魷魚
6412,飲食,前鱗笛鯛
6434,飲食,帶殼真牡蠣(生蠔)
6634,飲食,真烏賊(小)
6760,飲食,黑鯛(去皮)
6820,飲食,大頭蝦仁
6901,飲食,虱目魚(2月)
6998,飲食,真牡蠣
7096,飲食,鯔(12月 雄魚)
7173,飲食,大尾鰺
7220,飲食,明蝦仁
7486,飲食,小干貝(加工)
7525,飲食,麥奇鉤吻鱒(去皮)
7542,飲食,鰆魚卵
7689,飲食,鯔(12月 雌魚)
7791,飲食,紅肉蒜
7836,飲食,紅蝦仁
7843,飲食,單角革單棘魨(去皮)
7922,飲食,棕點石斑魚
8074,飲食,草蝦仁
8128,飲食,日本對蝦(小)
8177,飲食,大口黑鱸
8269,飲食,櫻花蝦(加工)
8311,飲食,後刺尾鯛
8465,飲食,虱目魚(5月)
8757,飲食,條紋鱸
8789,飲食,擬青石斑魚
8856,飲食,泥螺
8877,飲食,青嘴龍占
8942,飲食,鯔(2月)
9149,飲食,鴨皮蛋
9191,飲食,魚肉脯
9308,飲食,黃錫鯛
9344,飲食,橫紋九刺鮨
9450,飲食,紅色吳郭魚
9529,飲食,雞蛋(高DHA)
9595,飲食,日本真鱸(11月)
9795,飲食,鯛魚下巴
9989,飲食,日本真鱸(12月)
10031,飲食,茶葉蛋
10147,飲食,台灣鯛魚片(生)
10292,飲食,鴨蛋白
10326,飲食,斑點九刺鮨(去皮)
10458,飲食,日本真鱸(2月)
10585,飲食,大文蛤
10617,飲食,鴨蛋黃
10685,飲食,日本真鱸(3月)
10741,飲食,鯔(4月)
10905,飲食,雞蛋白(白殼)
10961,飲食,雞蛋黃(白殼)
10980,飲食,雞蛋黃(黃殼)
10983,飲食,雞蛋(白殼)
11087,飲食,鴨熟鹹蛋
11121,飲食,虱目魚腹肉(虱目魚肚)
11205,飲食,虱目魚(9月)
11391,飲食,雞鐵蛋
11544,飲食,淡煉乳
11671,飲食,雞滷蛋(市售)
11685,飲食,脫脂奶粉(即溶)
11712,飲食,雞水波蛋
11808,飲食,仿刺參
11869,飲食,小黃魚(含皮)
11995,飲食,鴿蛋
12091,飲食,奶精粉
12208,飲食,鰹魚卵
12268,飲食,薔薇虹彩鯛(去皮)
12493,飲食,鯔魚卵
12506,飲食,鵝蛋
12537,飲食,橫紋鸚哥魚(去皮)
12601,飲食,雞水煮蛋白
12762,飲食,巧克力冰淇淋
12825,飲食,鯔魚卵(加工)
13048,飲食,鵪鶉蛋
13089,飲食,雞水煮蛋黃
13101,飲食,鳳尾蝦仁
13359,飲食,香草冰淇淋
13437,飲食,白對蝦(小)
13471,飲食,雞滷蛋(現煮)
13556,飲食,小卷干
13628,飲食,土雞蛋
13776,飲食,雞滷蛋白(現煮)
13894,飲食,雞滷蛋黃(現煮)
13989,飲食,加糖部份脫脂煉乳
13994,飲食,全脂羊奶粉
14042,飲食,銀鯧(12月)
14083,飲食,羊乳片
14166,飲食,雞滷蛋(浸泡隔夜)
14180,飲食,切片乾酪
14229,飲食,白對蝦(大)
14304,飲食,雞滷蛋白(浸泡隔夜)
14490,飲食,黑烏參
14592,飲食,低脂鮮乳
14649,飲食,雞水煮蛋
14694,飲食,中脂調味乳(維生素強化)
14737,飲食,全脂凝態發酵乳
14933,飲食,銀鯧(2月)
15024,飲食,南美刺參
15239,飲食,中脂凝態發酵乳(草莓)
15419,飲食,蒸蛋(市售)
15579,飲食,低脂強化鮮乳(維生素E強化)
15625,飲食,全脂鮮乳(12月取樣)
15627,飲食,中脂調味乳(多穀類)
15640,飲食,低脂濃稠發酵乳
15693,飲食,台灣鯛魚片(微波)
15779,飲食,雞滷蛋黃(浸泡隔夜)
15800,飲食,鵪鶉皮蛋
15932,飲食,刨絲乾酪
15953,飲食,雞蛋(高維生素A&E)
16150,飲食,脫脂稀釋發酵乳
16301,飲食,液體奶精
16349,飲食,鵪鶉鐵蛋
16466,飲食,高脂鮮乳
16623,飲食,茶葉蛋(浸泡隔夜)
16662,飲食,銀鯧(3月)
16686,飲食,脫脂強化鮮乳(鐵強化)
16750,飲食,中脂鮮羊乳
16829,飲食,脫脂濃稠發酵乳(草莓)
16848,飲食,台灣鯛魚片(清蒸)
16940,飲食,台灣鯛魚片(油煎)
16976,飲食,中脂調味保久乳(布丁)
17193,飲食,高脂強化鮮乳(寡醣強化)
17303,飲食,雞皮蛋
17534,飲食,紅面番鴨蛋
17584,飲食,脫脂強化奶粉(鈣&鐵強化)
17596,飲食,茶葉蛋白(浸泡隔夜)
17607,飲食,銀鯧(5月)
17635,飲食,全脂保久乳
17817,飲食,中脂保久乳
17974,飲食,雞蛋(高亞麻油酸)
18138,飲食,雞蛋(高次亞麻油酸)
18169,飲食,部份脫脂調味奶粉(果汁)
18209,飲食,部份脫脂強化奶粉(纖維&DHA強化)
18402,飲食,低脂調味乳(木瓜)
18462,飲食,鱈魚肝(加工)
18500,飲食,中脂調味乳(纖維&維生素E強化)
18555,飲食,部份脫脂強化奶粉(纖維&鈣強化)
18606,飲食,雞蛋(黃殼)
18760,飲食,鴨鹹蛋黃
18908,飲食,台灣鯛魚片(水煮)
19133,飲食,鯊魚切片
19176,飲食,鴨生鹹蛋
19243,飲食,茶葉蛋黃(浸泡隔夜)
19330,飲食,高脂鮮羊乳
19402,飲食,台灣鯛魚湯(水煮)
19479,飲食,中脂調味乳(鈣強化)
19517,飲食,雞蛋(高維生素E)
19532,飲食,低脂調味乳(果汁)
19604,飲食,紅海參
19840,飲食,部份脫脂低乳糖奶粉
19863,飲食,脫脂稀釋發酵乳(鈣強化)
20062,飲食,雞蛋黃(高維生素E)
20239,飲食,大黃魚
20265,飲食,全脂鮮乳(11月取樣)
20410,飲食,鮮奶布丁
20472,飲食,虱目魚(8月)
20474,飲食,全脂奶粉
20520,飲食,土雞皮蛋
20629,飲食,荷包蛋(加油1小匙)
20669,飲食,部份脫脂奶粉
20807,飲食,部份脫脂奶粉(即溶)
20948,飲食,脫脂強化奶粉(鈣&維生素A強化)
20979,飲食,中脂鮮乳
21052,飲食,台灣鯛魚片(烤 190℃ 10分鐘)
21097,飲食,荷包蛋(不加油)
21338,飲食,鴨熟鹹蛋(薄鹽)
21370,飲食,奶精粉(低脂)
21449,飲食,煎蛋(不加油)
21493,飲食,冰淇淋粉(香草)
21685,飲食,台灣鯛魚片(烤 190℃ 20分鐘)
21736,飲食,全脂強化奶粉(纖維強化)
21793,飲食,雞蛋白(黃殼)
21914,飲食,切片乾酪(低脂)
22168,飲食,脫脂保久濃稠發酵乳(草莓&蘋果)
22240,飲食,台灣鯛魚片(烤 230℃ 10分鐘)
22344,飲食,炒蛋(加油3大匙)
22426,飲食,脫脂強化鮮乳(鈣強化)
22502,飲食,全脂濃稠發酵乳
22549,飲食,中脂強化鮮乳(脂肪酸調整)
22663,飲食,脫脂凝態發酵乳(纖維強化)
22801,飲食,脫脂濃稠發酵乳
22950,飲食,台灣鯛魚片(烤 230℃ 20分鐘)
23022,飲食,保久羊乳
23046,飲食,熟油茶油
23063,飲食,奶油(固態 加鹽)
23205,飲食,蒸蛋(電鍋)
23266,飲食,中脂人造奶油
23376,飲食,葡萄籽油
23468,飲食,大豆油(卵磷脂強化)
23632,飲食,中脂調味保久羊乳(果汁)
23971,飲食,人造奶油(低熱量)
24054,飲食,高脂凝態發酵乳(纖維強化)
24157,飲食,南瓜籽油
24175,飲食,大口鰜(含皮)
24203,飲食,脫脂濃稠發酵乳(低熱量)
24212,飲食,小麥
24379,飲食,高筋麵粉
24431,飲食,蒸蛋(微波爐)
24589,飲食,核桃油
24722,飲食,扁魚干
24814,飲食,鮪魚肚
24902,飲食,脫脂強化奶粉(鈣&維生素C E強化)
24917,飲食,麵包粉
25024,飲食,小麥胚芽
25067,飲食,部份脫脂強化奶粉(脂肪酸調整)
25106,飲食,烏骨雞蛋
25166,飲食,脫脂濃稠發酵乳(啤酒酵母)
25285,飲食,北方長額蝦(加工)
25345,飲食,全麥麵粉
25458,飲食,中筋麵粉
25520,飲食,麵茶粉
25627,飲食,調合芝麻油
25829,飲食,水餃皮
26001,飲食,低筋麵粉
26151,飲食,麵腸
26184,飲食,脫脂強化奶粉(抗氧化)
26331,飲食,初卵雞蛋
26352,飲食,牛油(未精煉)
26497,飲食,中脂調味保久乳(巧克力)
26653,飲食,中脂濃稠發酵乳(無糖&纖維強化)
26705,飲食,鵪鶉水煮蛋
26844,飲食,溫泉蛋
26895,飲食,小米
27057,飲食,葵花籽油(多種維生素強化)
27168,飲食,全脂鮮乳(10月取樣)
27210,飲食,大麥
27266,飲食,中脂凝態發酵乳(蘆薈)
27475,飲食,脫脂保久稀釋發酵乳
27498,飲食,中脂調味乳(巧克力)
27724,飲食,衛生油麵
27787,飲食,烏骨雞蛋白
27799,飲食,部份脫脂調味奶粉(巧克力)
27841,飲食,油麵條
27868,飲食,中脂濃稠發酵乳(草莓)
27883,飲食,全脂鮮乳(1月取樣)
27907,飲食,人造奶油(維生素強化)
27953,飲食,玉米粒罐頭
28142,飲食,玉米醬罐頭
28144,飲食,即溶咖啡粉
28249,飲食,紅砂糖
28380,飲食,龜苓茶
28399,飲食,玉米油
28530,飲食,米苔目
28582,飲食,全脂鮮乳(4月取樣)
28624,飲食,燕麥
28723,飲食,綠茶茶湯
28817,飲食,烏骨雞蛋黃
28823,飲食,通心麵
28915,飲食,雞絲麵
28950,飲食,米漿粉
28961,飲食,奶油(固態 不加鹽)
29125,飲食,烤布丁
29349,飲食,大豆油
29374,飲食,雞蛋布丁
29572,飲食,全脂鮮乳(9月取樣)
29689,飲食,花生油
29725,飲食,保久米漿
29796,飲食,燕麥片
29842,飲食,維生素強化飲料(胡蘿蔔素)
29911,飲食,白粳糯米(台中189號粳米)
30093,飲食,中鏈脂肪酸油
30203,飲食,鵪鶉鹹蛋
30311,飲食,黑砂糖
30334,飲食,奶茶(三合一)
30357,飲食,運動飲料
30407,飲食,奶油(液態)
30497,飲食,部份脫脂強化奶粉(鈣強化)
30610,飲食,油茶油
30655,飲食,冰糖
30873,飲食,茉莉花茶
30900,飲食,維生素強化飲料(綜合)
30958,飲食,紅茶茶湯
31050,飲食,烏龍茶茶湯
31170,飲食,糯小米
31223,飲食,蕎麥
31291,飲食,長麵線
31529,飲食,高油酸豬油
31616,飲食,白飯
31708,飲食,雞蛋麵
31887,飲食,高脂強化鮮乳(鈣強化)
31904,飲食,調合植物油
31996,飲食,葵花籽油
32088,飲食,豬油
32115,飲食,意麵
32138,飲食,薏仁
32376,飲食,秈米粉
32395,飲食,菠菜條
32428,飲食,蚵仔麵線
32483,飲食,果糖
32606,飲食,白糯米粉
32801,飲食,麥芽糖
32847,飲食,乾麵條
32910,飲食,橄欖油
32932,飲食,米油(秈米)
32999,飲食,茉莉花茶湯
33057,飲食,粳米(高雄139號)
33266,飲食,調合花生油
33450,飲食,麵筋
33542,飲食,高梁
33574,飲食,油菜籽油
33651,飲食,方糖
33700,飲食,烏龍茶
33734,飲食,黑麥片
33779,飲食,沙士(低糖)
33806,飲食,紅花籽油
33834,飲食,全脂鮮乳(6月取樣)
33967,飲食,糙米麩
34065,飲食,乳酸飲料
34164,飲食,米油(粳米)
34254,飲食,菊花茶
34382,飲食,果寡糖
34475,飲食,大豆油(多種維生素強化)
34565,飲食,薏仁粉
34741,飲食,烏龍茶(去冰 微糖)
34832,飲食,蜂蜜(春蜜)
34894,飲食,糙秈米
34986,飲食,糙米粉
35048,飲食,脫脂強化鮮乳(寡醣強化)
35095,飲食,維生素強化飲料(維生素C)
35148,飲食,可樂
35303,飲食,烏龍奶茶(去冰 全糖)
35476,飲食,烏龍奶茶(去冰 半糖)
35638,飲食,高油酸棕櫚油
35781,飲食,甜玉米
35826,飲食,餛飩皮
35874,飲食,紅蘿蔔麵
36024,飲食,春捲皮
36037,飲食,可樂(低熱量)
36064,飲食,黑秈糯米
36115,飲食,蜂蜜(冬蜜)
36214,飲食,黑芝麻油
36383,飲食,楓糖
36461,飲食,米胚芽
36481,飲食,烏龍奶茶(去冰 微糖)
36689,飲食,冬瓜茶
36709,飲食,乾酪粉
36806,飲食,紅茶(大麥)
36842,飲食,脫脂奶粉
36929,飲食,珍珠奶茶(去冰 全糖)
37054,飲食,汽水(綜合口味)
37111,飲食,冷凍玉米粒
37149,飲食,粳米(台中189號)
37221,飲食,全脂羊奶粉(即溶)
37339,飲食,綠茶
37355,飲食,刀削麵
37464,飲食,濁水米粉
37539,飲食,粳米(高雄142號)
37559,飲食,冬瓜糖磚
37641,飲食,白秈糯米(台中糯70號秈米)
37697,飲食,中脂濃稠發酵乳
37739,飲食,芥花油
38029,飲食,汽水(維生素強化)
38305,飲食,椰子油
38353,飲食,鍋燒意麵
38376,飲食,低脂強化鮮乳(寡醣強化)
38538,飲食,蘆薈露飲料
38621,飲食,沙士
38791,飲食,秈米(台中在來2號)
38848,飲食,咖啡沖泡包(三合一)
38966,飲食,黑豆茶
38982,飲食,白粳糯米(台粳糯1號粳米)
38987,飲食,米醋飲料
39055,飲食,白玉米
39104,飲食,咖啡(三合一)
39238,飲食,高脂保久乳
39396,飲食,牛油(精煉)
39439,飲食,胚芽粳米(台粳9號)
39522,飲食,黑棗茶
39556,飲食,珍珠奶茶(去冰 半糖)
39632,飲食,埔里米粉
39701,飲食,低脂強化保久乳(寡糖強化)
39727,飲食,大麥片
39810,飲食,中脂調味保久羊乳(巧克力)
39926,飲食,雞油
40107,飲食,加鈣米
40320,飲食,烤酥油
40534,飲食,薑母茶
40568,飲食,奶茶沖泡包(三合一)
40688,飲食,高油酸紅花籽油
40738,飲食,黑麥汁
40832,飲食,高油酸葵花籽油
40913,飲食,紅茶沖泡包(檸檬)
40934,飲食,拉麵
41019,飲食,珍珠奶茶(去冰 微糖)
41084,飲食,紅茶(蘋果)
41377,飲食,高纖米
41447,飲食,烏龍茶(去冰 全糖)
41482,飲食,粿仔條
41574,飲食,粳米(台粳8號)
41729,飲食,豆瓣醬
41763,飲食,仙草蜜
41800,飲食,鍋燒麵
41906,飲食,椰子粉
41933,飲食,即食燕麥片
42104,飲食,小薏仁
42190,飲食,粳米(台粳9號)
42337,飲食,雞精
42442,飲食,辣豆瓣醬
42513,飲食,麥茶
42739,飲食,蒜粉
42821,飲食,可可粉
42857,飲食,胚芽秈米(台中秈10號)
42936,飲食,免煮飯
42957,飲食,薑茶沖泡包
43096,飲食,低脂高湯
43206,飲食,糯米漿
43304,飲食,烏龍茶(去冰 半糖)
43610,飲食,玉米胚芽
43637,飲食,馬鈴薯
43848,飲食,秈米(台中秈10號)
43905,飲食,糯高梁
43959,飲食,紅馬鈴薯(粉紅珍珠馬鈴薯)
44060,飲食,高湯塊(雞肉)
44118,飲食,辣椒醬
44207,飲食,味精
44221,飲食,乾玉米粒
44344,飲食,甘草葵瓜子(帶殼)
44626,飲食,生白芝麻
44696,飲食,高湯(豬大骨)
44794,飲食,生黑芝麻
44859,飲食,芋心甘薯
44943,飲食,果汁醋飲料(綜合)
44981,飲食,粳米(台粳2號)
45087,飲食,低鈉鹽
45184,飲食,荸薺
45401,飲食,黑芝麻粉
45539,飲食,芝麻糊沖泡包
45563,飲食,高鮮味精
45764,飲食,熟蓮藕
45923,飲食,甜辣醬
46040,飲食,蓮藕
46093,飲食,米醋
46161,飲食,紅土花生(帶殼)
46239,飲食,紅肉甘薯
46365,飲食,甜麵醬
46430,飲食,壽司醋
46460,飲食,黃肉甘薯
46541,飲食,花生仁湯
46592,飲食,鮮雞精
46646,飲食,香醋
46774,飲食,亞麻仁油
46929,飲食,檳榔心芋
46968,飲食,油炸花生仁
47133,飲食,辣蒜蓉醬
47218,飲食,薄鹽醬油(低鈉高鉀)
47244,飲食,小芋頭(山芋)
47339,飲食,白芝麻油
47427,飲食,蛋酥花生仁
47538,飲食,小馬鈴薯(珍珠馬鈴薯)
47644,飲食,蒜蓉醬
47696,飲食,薄鹽黑豆醬油膏
47740,飲食,生栗子
47865,飲食,蕃茄醬
47994,飲食,山藥(台農1號)
48092,飲食,海鮮醬
48191,飲食,糖炒栗子
48231,飲食,細米粉
